EDULIT_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",COL,Colombia,2012,2012,0.8445,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",COL,Colombia,2013,2013,0.83501,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",COL,Colombia,2014,2014,0.86073,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",COL,Colombia,2015,2015,1.03568,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",COL,Colombia,2016,2016,0.91805,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CRI,Costa Rica,2012,2012,0.99024,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CRI,Costa Rica,2013,2013,0.97638,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CRI,Costa Rica,2014,2014,0.91959,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CRI,Costa Rica,2015,2015,0.95523,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CRI,Costa Rica,2016,2016,0.91239,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CIV,C̫te d'Ivoire,2012,2012,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CIV,C̫te d'Ivoire,2016,2016,0.59578,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",CUB,Cuba,2014,2014,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",COD,Democratic Republic of the Congo,2013,2013,0.9988,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",DOM,Dominican Republic,2012,2012,0.96831,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",DOM,Dominican Republic,2013,2013,0.99407,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",DOM,Dominican Republic,2014,2014,1.01365,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",DOM,Dominican Republic,2015,2015,0.93228,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",DOM,Dominican Republic,2016,2016,0.73554,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",ECU,Ecuador,2012,2012,1.01845,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",ECU,Ecuador,2013,2013,0.95716,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",ECU,Ecuador,2014,2014,1.01186,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",ECU,Ecuador,2015,2015,0.98739,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",ECU,Ecuador,2016,2016,0.97401,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",EGY,Egypt,2014,2014,1.19407,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",SLV,El Salvador,2012,2012,0.81183,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",SLV,El Salvador,2013,2013,0.86037,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",SLV,El Salvador,2014,2014,0.89253,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",SLV,El Salvador,2015,2015,0.89066,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",SLV,El Salvador,2016,2016,0.87094,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",ETH,Ethiopia,2016,2016,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",GHA,Ghana,2015,2015,0.97421,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",GTM,Guatemala,2014,2014,0.80935,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",GTM,Guatemala,2015,2015,1.03345,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",GIN,Guinea,2012,2012,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",GIN,Guinea,2016,2016,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",HTI,Haiti,2012,2012,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",HTI,Haiti,2017,2017,0.77352,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",HND,Honduras,2012,2012,0.80444,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",HND,Honduras,2013,2013,0.74767,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",HND,Honduras,2014,2014,0.6495,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",HND,Honduras,2015,2015,0.78857,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",HND,Honduras,2016,2016,0.89671,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",IND,India,2016,2016,1.1144,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",KAZ,Kazakhstan,2015,2015,0.99687,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",KEN,Kenya,2014,2014,0.9175,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",LAO,Lao People's Democratic Republic,2012,2012,0.74306,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",LSO,Lesotho,2014,2014,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",LBR,Liberia,2013,2013,0.74046,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",MLI,Mali,2013,2013,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",MLI,Mali,2015,2015,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",MDA,Republic of Moldova,2012,2012,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",NPL,Nepal,2014,2014,0.9081,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",NPL,Nepal,2016,2016,0.93312,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",NIC,Nicaragua,2014,2014,0.40524,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",NGA,Nigeria,2013,2013,0.87657,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",NGA,Nigeria,2016,2016,0.77579,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PSE,Palestine,2014,2014,1.00563,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PAN,Panama,2013,2013,0.9356,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PAN,Panama,2014,2014,0.84897,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PAN,Panama,2015,2015,0.91139,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PAN,Panama,2016,2016,0.86624,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PRY,Paraguay,2012,2012,0.77798,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PRY,Paraguay,2013,2013,0.86782,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PRY,Paraguay,2014,2014,0.88357,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PRY,Paraguay,2015,2015,0.9473,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PRY,Paraguay,2016,2016,1.15853,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PER,Peru,2012,2012,0.93115,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PER,Peru,2013,2013,0.9235,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PER,Peru,2014,2014,0.9519,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PER,Peru,2015,2015,0.95118,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",PER,Peru,2016,2016,0.94026,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",RWA,Rwanda,2015,2015,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",STP,Sao Tome and Principe,2014,2014,1.00588,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",TZA,United Republic of Tanzania,2015,2015,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",UKR,Ukraine,2013,2013,1.0088,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",URY,Uruguay,2012,2012,1.0029,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",URY,Uruguay,2013,2013,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",URY,Uruguay,2014,2014,0.98497,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",URY,Uruguay,2015,2015,1.00228,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",URY,Uruguay,2016,2016,1.00367,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",VNM,Viet Nam,2014,2014,0.992,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",ZWE,Zimbabwe,2015,2015,,a,Category not applicable
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",SRB,Serbia,2014,2014,,a,Category not applicable
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",MEX,Mexico,2012,2012,1.02038,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",MEX,Mexico,2014,2014,1.01207,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",MEX,Mexico,2016,2016,1.01928,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",DZA,Algeria,2013,2013,1.02367,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BGD,Bangladesh,2014,2014,1.121,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BLR,Belarus,2012,2012,1,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BOL,Bolivia (Plurinational State of),2012,2012,0.96993,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BOL,Bolivia (Plurinational State of),2013,2013,1.00083,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BOL,Bolivia (Plurinational State of),2014,2014,0.98181,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BOL,Bolivia (Plurinational State of),2015,2015,1.00919,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BRA,Brazil,2012,2012,1.05857,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BRA,Brazil,2013,2013,1.07956,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BRA,Brazil,2014,2014,1.06911,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BRA,Brazil,2015,2015,1.0532,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BRA,Brazil,2016,2016,1.04655,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",BDI,Burundi,2017,2017,1.18192,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",KHM,Cambodia,2014,2014,1.13781,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CHL,Chile,2013,2013,1.01334,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CHL,Chile,2015,2015,1.00528,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",COL,Colombia,2012,2012,1.03476,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",COL,Colombia,2013,2013,1.03646,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",COL,Colombia,2014,2014,1.02899,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",COL,Colombia,2015,2015,1.05292,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",COL,Colombia,2016,2016,1.02205,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CRI,Costa Rica,2012,2012,1.0148,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CRI,Costa Rica,2013,2013,0.96485,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CRI,Costa Rica,2014,2014,0.99668,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CRI,Costa Rica,2015,2015,1.02514,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CRI,Costa Rica,2016,2016,0.99979,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2012,2012,0.72834,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2016,2016,0.90038,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",COD,Democratic Republic of the Congo,2013,2013,0.87196,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ECU,Ecuador,2012,2012,1.03345,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ECU,Ecuador,2013,2013,1.00399,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ECU,Ecuador,2014,2014,1.01218,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ECU,Ecuador,2015,2015,0.99042,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ECU,Ecuador,2016,2016,1.01587,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",EGY,Egypt,2014,2014,0.97306,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",SLV,El Salvador,2012,2012,0.99364,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",SLV,El Salvador,2013,2013,1.06009,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",SLV,El Salvador,2014,2014,1.03981,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",SLV,El Salvador,2015,2015,1.02202,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",SLV,El Salvador,2016,2016,1.01985,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ETH,Ethiopia,2016,2016,0.90761,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",GAB,Gabon,2012,2012,1.05477,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",GMB,Gambia,2013,2013,0.89368,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",GHA,Ghana,2015,2015,1.09137,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",GTM,Guatemala,2014,2014,1.03542,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",GTM,Guatemala,2015,2015,0.9374,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",GNB,Guinea-Bissau,2014,2014,0.59228,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",HTI,Haiti,2012,2012,1.18288,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",HTI,Haiti,2017,2017,1.21518,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",HND,Honduras,2012,2012,1.10497,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",HND,Honduras,2013,2013,1.10669,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",HND,Honduras,2014,2014,1.03968,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",HND,Honduras,2015,2015,1.08627,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",HND,Honduras,2016,2016,1.09098,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",LAO,Lao People's Democratic Republic,2012,2012,1.07694,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",MWI,Malawi,2016,2016,1.18338,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",MLI,Mali,2013,2013,0.78795,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",MLI,Mali,2015,2015,0.66668,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",MNG,Mongolia,2014,2014,1.01138,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",NIC,Nicaragua,2014,2014,1.23745,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",NGA,Nigeria,2013,2013,0.9132,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",NGA,Nigeria,2016,2016,0.86585,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PSE,Palestine,2014,2014,0.99416,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PAN,Panama,2013,2013,1.03972,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PAN,Panama,2014,2014,1.03598,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PAN,Panama,2015,2015,1.0001,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PAN,Panama,2016,2016,1.00397,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PRY,Paraguay,2012,2012,1.02118,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PRY,Paraguay,2013,2013,1.05061,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PRY,Paraguay,2014,2014,1.03382,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PRY,Paraguay,2015,2015,1.06221,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PRY,Paraguay,2016,2016,1.04654,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PER,Peru,2012,2012,1.00473,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PER,Peru,2013,2013,1.00788,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PER,Peru,2014,2014,1.02019,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PER,Peru,2015,2015,1,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PER,Peru,2016,2016,0.99551,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",RWA,Rwanda,2015,2015,1.26213,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",LCA,Saint Lucia,2012,2012,,a,Category not applicable
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",SDN,Sudan,2014,2014,0.86847,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",SWZ,Eswatini,2014,2014,1.24768,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",TZA,United Republic of Tanzania,2015,2015,1.119,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",TUN,Tunisia,2012,2012,1.00429,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",UKR,Ukraine,2013,2013,1.00209,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",URY,Uruguay,2012,2012,1.01386,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",URY,Uruguay,2013,2013,0.9453,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",URY,Uruguay,2014,2014,1.00172,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",URY,Uruguay,2015,2015,0.99768,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",URY,Uruguay,2016,2016,0.99717,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",VEN,Venezuela (Bolivarian Republic of),2012,2012,1.02291,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",VEN,Venezuela (Bolivarian Republic of),2013,2013,1.0001,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",VEN,Venezuela (Bolivarian Republic of),2014,2014,1.03911,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",YEM,Yemen,2013,2013,0.74377,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ZMB,Zambia,2013,2013,1.11419,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ZWE,Zimbabwe,2015,2015,1.04913,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",MEX,Mexico,2012,2012,0.96229,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",MEX,Mexico,2014,2014,0.97725,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",MEX,Mexico,2016,2016,1.02728,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BOL,Bolivia (Plurinational State of),2012,2012,0.91888,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BOL,Bolivia (Plurinational State of),2013,2013,0.95728,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BOL,Bolivia (Plurinational State of),2014,2014,0.96213,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BOL,Bolivia (Plurinational State of),2015,2015,0.98717,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BRA,Brazil,2012,2012,0.83811,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BRA,Brazil,2013,2013,0.83269,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BRA,Brazil,2014,2014,0.82958,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BRA,Brazil,2015,2015,0.84359,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",BRA,Brazil,2016,2016,0.88551,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",KHM,Cambodia,2014,2014,1.1295,,
